period,stateid,stateDescription,sectorid,sectorName,customers,price,customers-units,price-units
2011-11,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2011-11,MA,Massachusetts,IND,industrial,22500,13.03,number of customers,cents per kilowatthour
2011-11,MA,Massachusetts,COM,commercial,423601,13.81,number of customers,cents per kilowatthour
2011-11,MA,Massachusetts,ALL,all sectors,3228103,13.74,number of customers,cents per kilowatthour
2011-11,MN,Minnesota,TRA,transportation,1,7.15,number of customers,cents per kilowatthour
2011-11,MN,Minnesota,RES,residential,2310508,10.62,number of customers,cents per kilowatthour
2011-11,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2011-11,MN,Minnesota,IND,industrial,11518,5.94,number of customers,cents per kilowatthour
2011-11,MN,Minnesota,COM,commercial,275893,7.97,number of customers,cents per kilowatthour
2011-11,MN,Minnesota,ALL,all sectors,2597920,8.05,number of customers,cents per kilowatthour
2011-11,FL,Florida,TRA,transportation,3,8.97,number of customers,cents per kilowatthour
2011-11,FL,Florida,RES,residential,8736189,11.56,number of customers,cents per kilowatthour
2011-11,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2011-11,FL,Florida,IND,industrial,17231,8.21,number of customers,cents per kilowatthour
2011-11,FL,Florida,COM,commercial,1154748,10.07,number of customers,cents per kilowatthour
2011-11,FL,Florida,ALL,all sectors,9908171,10.61,number of customers,cents per kilowatthour
2011-11,WA,Washington,TRA,transportation,6,8.95,number of customers,cents per kilowatthour
2011-11,WA,Washington,RES,residential,2832527,8.44,number of customers,cents per kilowatthour
2011-11,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2011-11,WA,Washington,IND,industrial,29627,4.25,number of customers,cents per kilowatthour
2011-11,WA,Washington,COM,commercial,354795,7.64,number of customers,cents per kilowatthour
2011-11,WA,Washington,ALL,all sectors,3216955,6.95,number of customers,cents per kilowatthour
2011-11,CO,Colorado,TRA,transportation,1,9.93,number of customers,cents per kilowatthour
2011-11,CO,Colorado,RES,residential,2146247,11.01,number of customers,cents per kilowatthour
2011-11,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2011-11,CO,Colorado,IND,industrial,16401,7.31,number of customers,cents per kilowatthour
2011-11,CO,Colorado,COM,commercial,347414,9.45,number of customers,cents per kilowatthour
2011-11,CO,Colorado,ALL,all sectors,2510063,9.34,number of customers,cents per kilowatthour
2011-11,CA,California,TRA,transportation,13,7.9,number of customers,cents per kilowatthour
2011-11,CA,California,RES,residential,12840245,14.87,number of customers,cents per kilowatthour
2011-11,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2011-11,CA,California,IND,industrial,72709,9.83,number of customers,cents per kilowatthour
2011-11,CA,California,COM,commercial,1786058,12.13,number of customers,cents per kilowatthour
2011-10,CA,California,ALL,all sectors,14928576,13.24,number of customers,cents per kilowatthour
2011-10,MN,Minnesota,RES,residential,2311474,11.28,number of customers,cents per kilowatthour
2011-10,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2011-10,MN,Minnesota,IND,industrial,11564,6.34,number of customers,cents per kilowatthour
2011-10,MN,Minnesota,COM,commercial,275646,8.53,number of customers,cents per kilowatthour
2011-10,MN,Minnesota,ALL,all sectors,2598685,8.47,number of customers,cents per kilowatthour
2011-10,MA,Massachusetts,TRA,transportation,2,5.66,number of customers,cents per kilowatthour
2011-10,MA,Massachusetts,RES,residential,2684345,13.98,number of customers,cents per kilowatthour
2011-10,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2011-10,MA,Massachusetts,IND,industrial,20867,12.94,number of customers,cents per kilowatthour
2011-10,MA,Massachusetts,COM,commercial,387009,13.85,number of customers,cents per kilowatthour
2011-10,MA,Massachusetts,ALL,all sectors,3092223,13.54,number of customers,cents per kilowatthour
2011-10,TX,Texas,TRA,transportation,2,10.15,number of customers,cents per kilowatthour
2011-10,TX,Texas,RES,residential,9673150,11.23,number of customers,cents per kilowatthour
2011-10,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2011-10,TX,Texas,IND,industrial,97930,5.96,number of customers,cents per kilowatthour
2011-10,TX,Texas,COM,commercial,1352616,8.6,number of customers,cents per kilowatthour
2011-10,TX,Texas,ALL,all sectors,11123698,8.74,number of customers,cents per kilowatthour
2011-10,OH,Ohio,ALL,all sectors,5497962,8.86,number of customers,cents per kilowatthour
2011-10,NY,New York,TRA,transportation,9,12.76,number of customers,cents per kilowatthour
2011-10,NY,New York,RES,residential,6992180,18.78,number of customers,cents per kilowatthour
2011-10,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2011-10,NY,New York,IND,industrial,8207,7.4,number of customers,cents per kilowatthour
2011-10,NY,New York,COM,commercial,1037239,15.71,number of customers,cents per kilowatthour
2011-10,NY,New York,ALL,all sectors,8037635,15.79,number of customers,cents per kilowatthour
2011-10,OH,Ohio,TRA,transportation,3,6.99,number of customers,cents per kilowatthour
2011-10,OH,Ohio,RES,residential,4866468,11.97,number of customers,cents per kilowatthour
2011-10,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2011-10,OH,Ohio,IND,industrial,19665,6.22,number of customers,cents per kilowatthour
2011-10,OH,Ohio,COM,commercial,611826,9.54,number of customers,cents per kilowatthour
2011-10,MN,Minnesota,TRA,transportation,1,7.68,number of customers,cents per kilowatthour
2011-10,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2011-10,WA,Washington,IND,industrial,29841,4.22,number of customers,cents per kilowatthour
2011-10,WA,Washington,COM,commercial,353475,7.54,number of customers,cents per kilowatthour
2011-10,WA,Washington,ALL,all sectors,3219449,6.73,number of customers,cents per kilowatthour
2011-10,WA,Washington,TRA,transportation,6,9,number of customers,cents per kilowatthour
2011-10,WA,Washington,RES,residential,2836127,8.45,number of customers,cents per kilowatthour
2011-10,FL,Florida,TRA,transportation,3,8.87,number of customers,cents per kilowatthour
2011-10,FL,Florida,RES,residential,8501534,11.51,number of customers,cents per kilowatthour
2011-10,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2011-10,FL,Florida,IND,industrial,17235,8.21,number of customers,cents per kilowatthour
2011-10,FL,Florida,COM,commercial,1136512,9.94,number of customers,cents per kilowatthour
2011-10,FL,Florida,ALL,all sectors,9655284,10.6,number of customers,cents per kilowatthour
2011-10,CO,Colorado,TRA,transportation,1,9.97,number of customers,cents per kilowatthour
2011-10,CO,Colorado,RES,residential,2144725,11.04,number of customers,cents per kilowatthour
2011-10,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2011-10,CO,Colorado,IND,industrial,16500,7.13,number of customers,cents per kilowatthour
2011-10,CO,Colorado,COM,commercial,348373,9.51,number of customers,cents per kilowatthour
2011-10,CO,Colorado,ALL,all sectors,2509599,9.28,number of customers,cents per kilowatthour
2011-10,CA,California,TRA,transportation,13,8.27,number of customers,cents per kilowatthour
2011-10,CA,California,RES,residential,13034221,14.16,number of customers,cents per kilowatthour
2011-10,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2011-10,CA,California,IND,industrial,73315,10.9,number of customers,cents per kilowatthour
2011-10,CA,California,COM,commercial,1821027,13.63,number of customers,cents per kilowatthour
2011-09,MA,Massachusetts,ALL,all sectors,3092628,14.93,number of customers,cents per kilowatthour
2011-09,OH,Ohio,TRA,transportation,3,6.94,number of customers,cents per kilowatthour
2011-09,OH,Ohio,RES,residential,4863105,12.07,number of customers,cents per kilowatthour
2011-09,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2011-09,OH,Ohio,IND,industrial,19670,6.39,number of customers,cents per kilowatthour
2011-09,OH,Ohio,COM,commercial,611356,9.8,number of customers,cents per kilowatthour
2011-09,OH,Ohio,ALL,all sectors,5494134,9.23,number of customers,cents per kilowatthour
2011-09,NY,New York,TRA,transportation,9,14.52,number of customers,cents per kilowatthour
2011-09,NY,New York,RES,residential,6993392,18.84,number of customers,cents per kilowatthour
2011-09,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2011-09,NY,New York,IND,industrial,8187,7.37,number of customers,cents per kilowatthour
2011-09,NY,New York,COM,commercial,1035338,16.73,number of customers,cents per kilowatthour
2011-09,NY,New York,ALL,all sectors,8036926,16.64,number of customers,cents per kilowatthour
2011-09,FL,Florida,COM,commercial,1141859,9.71,number of customers,cents per kilowatthour
2011-09,FL,Florida,TRA,transportation,3,8.43,number of customers,cents per kilowatthour
2011-09,FL,Florida,RES,residential,8586864,11.59,number of customers,cents per kilowatthour
2011-09,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2011-09,FL,Florida,IND,industrial,17407,8.53,number of customers,cents per kilowatthour
2011-09,FL,Florida,ALL,all sectors,9746133,10.65,number of customers,cents per kilowatthour
2011-09,CO,Colorado,TRA,transportation,1,10.63,number of customers,cents per kilowatthour
2011-09,CO,Colorado,RES,residential,2142761,11.98,number of customers,cents per kilowatthour
2011-09,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2011-09,CO,Colorado,IND,industrial,16570,7.6,number of customers,cents per kilowatthour
2011-09,CO,Colorado,COM,commercial,348381,9.97,number of customers,cents per kilowatthour
2011-09,CO,Colorado,ALL,all sectors,2507713,9.96,number of customers,cents per kilowatthour
2011-09,CA,California,TRA,transportation,13,8.85,number of customers,cents per kilowatthour
2011-09,CA,California,RES,residential,13056825,14.8,number of customers,cents per kilowatthour
2011-09,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2011-09,CA,California,IND,industrial,73587,11.02,number of customers,cents per kilowatthour
2011-09,CA,California,COM,commercial,1823483,14.52,number of customers,cents per kilowatthour
2011-09,CA,California,ALL,all sectors,14953908,13.97,number of customers,cents per kilowatthour
2011-09,MN,Minnesota,TRA,transportation,1,9.16,number of customers,cents per kilowatthour
2011-09,MN,Minnesota,RES,residential,2313049,11.77,number of customers,cents per kilowatthour
2011-09,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2011-09,MN,Minnesota,IND,industrial,11572,6.87,number of customers,cents per kilowatthour
2011-09,MN,Minnesota,COM,commercial,276055,9.3,number of customers,cents per kilowatthour
2011-09,MN,Minnesota,ALL,all sectors,2600677,9.12,number of customers,cents per kilowatthour
2011-09,WA,Washington,TRA,transportation,6,8.6,number of customers,cents per kilowatthour
2011-09,WA,Washington,RES,residential,2847200,8.52,number of customers,cents per kilowatthour
2011-09,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2011-09,WA,Washington,IND,industrial,30215,4.22,number of customers,cents per kilowatthour
2011-09,WA,Washington,COM,commercial,356919,7.53,number of customers,cents per kilowatthour
2011-09,WA,Washington,ALL,all sectors,3234340,6.74,number of customers,cents per kilowatthour
2011-09,TX,Texas,TRA,transportation,2,10.12,number of customers,cents per kilowatthour
2011-09,TX,Texas,RES,residential,9683774,11.16,number of customers,cents per kilowatthour
2011-09,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2011-09,TX,Texas,IND,industrial,99952,6.69,number of customers,cents per kilowatthour
2011-09,TX,Texas,COM,commercial,1375226,9.03,number of customers,cents per kilowatthour
2011-09,TX,Texas,ALL,all sectors,11158954,9.34,number of customers,cents per kilowatthour
2011-09,MA,Massachusetts,TRA,transportation,2,5.58,number of customers,cents per kilowatthour
2011-09,MA,Massachusetts,RES,residential,2684602,15.58,number of customers,cents per kilowatthour
2011-09,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2011-09,MA,Massachusetts,IND,industrial,21090,13.98,number of customers,cents per kilowatthour
2011-09,MA,Massachusetts,COM,commercial,386934,15.38,number of customers,cents per kilowatthour
2011-08,TX,Texas,ALL,all sectors,11191649,9.62,number of customers,cents per kilowatthour
2011-08,OH,Ohio,TRA,transportation,3,6.93,number of customers,cents per kilowatthour
2011-08,OH,Ohio,RES,residential,4869693,12.14,number of customers,cents per kilowatthour
2011-08,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2011-08,OH,Ohio,IND,industrial,19789,6.35,number of customers,cents per kilowatthour
2011-08,OH,Ohio,COM,commercial,612548,9.74,number of customers,cents per kilowatthour
2011-08,OH,Ohio,ALL,all sectors,5502033,9.57,number of customers,cents per kilowatthour
2011-08,NY,New York,TRA,transportation,9,13.97,number of customers,cents per kilowatthour
2011-08,NY,New York,RES,residential,6991223,19.25,number of customers,cents per kilowatthour
2011-08,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2011-08,NY,New York,IND,industrial,8247,8.36,number of customers,cents per kilowatthour
2011-08,NY,New York,COM,commercial,1036471,17.05,number of customers,cents per kilowatthour
2011-08,NY,New York,ALL,all sectors,8035950,17.11,number of customers,cents per kilowatthour
2011-08,MN,Minnesota,RES,residential,2313187,11.61,number of customers,cents per kilowatthour
2011-08,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2011-08,MN,Minnesota,IND,industrial,11582,6.83,number of customers,cents per kilowatthour
2011-08,MN,Minnesota,COM,commercial,275563,9.12,number of customers,cents per kilowatthour
2011-08,MN,Minnesota,ALL,all sectors,2600333,9.17,number of customers,cents per kilowatthour
2011-08,MN,Minnesota,TRA,transportation,1,8.7,number of customers,cents per kilowatthour
2011-08,CO,Colorado,TRA,transportation,1,10.54,number of customers,cents per kilowatthour
2011-08,CO,Colorado,RES,residential,2145982,12.16,number of customers,cents per kilowatthour
2011-08,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2011-08,CO,Colorado,IND,industrial,16589,7.4,number of customers,cents per kilowatthour
2011-08,CO,Colorado,COM,commercial,348623,10.25,number of customers,cents per kilowatthour
2011-08,CO,Colorado,ALL,all sectors,2511195,10.15,number of customers,cents per kilowatthour
2011-08,CA,California,TRA,transportation,12,8.87,number of customers,cents per kilowatthour
2011-08,MA,Massachusetts,TRA,transportation,2,6.55,number of customers,cents per kilowatthour
2011-08,MA,Massachusetts,RES,residential,2687285,15.09,number of customers,cents per kilowatthour
